time,humid_sht4x,pressure_bmp280,temp_bmp280,temp_sht4x
4/2/2024 0:31,46.08,1008.53,42.47,42.82
4/2/2024 0:32,46.29,1008.5,42.45,42.7
4/2/2024 0:33,46.23,1008.5,42.48,42.8
4/2/2024 0:34,46.27,1008.47,42.46,42.73
4/2/2024 0:35,46.19,1008.46,42.48,42.78
4/2/2024 0:36,46.12,1008.45,42.45,42.68
4/2/2024 0:37,46.23,1008.44,42.41,42.66
4/2/2024 0:38,46.06,1008.43,42.44,42.71
4/2/2024 0:39,46.43,1008.4,42.35,42.51
4/2/2024 0:40,46,1008.35,42.42,42.77
4/2/2024 0:41,46.04,1008.36,42.41,42.64
4/2/2024 0:42,46.21,1008.39,42.39,42.7
4/2/2024 0:43,45.99,1008.37,42.45,42.79
4/2/2024 0:44,45.84,1008.39,42.45,42.8
4/2/2024 0:45,45.98,1008.34,42.43,42.74
4/2/2024 0:46,46.34,1008.35,42.36,42.55
4/2/2024 0:47,46.39,1008.33,42.38,42.57
4/2/2024 0:48,45.99,1008.31,42.38,42.61
4/2/2024 0:49,46.45,1008.31,42.33,42.48
4/2/2024 0:50,46.22,1008.27,42.36,42.63
4/2/2024 0:51,45.9,1008.28,42.38,42.75
4/2/2024 0:52,45.79,1008.27,42.41,42.72
4/2/2024 0:53,45.8,1008.28,42.41,42.77
4/2/2024 0:54,45.94,1008.25,42.38,42.69
4/2/2024 0:55,45.8,1008.24,42.38,42.67
4/2/2024 0:56,46.26,1008.21,42.35,42.51
4/2/2024 0:57,45.96,1008.22,42.36,42.67
4/2/2024 0:58,46.35,1008.23,42.31,42.38
4/2/2024 0:59,45.79,1008.21,42.36,42.68
4/2/2024 1:00,46.2,1008.15,42.32,42.52
4/2/2024 1:01,45.91,1008.18,42.34,42.58
4/2/2024 1:02,45.84,1008.15,42.34,42.66
4/2/2024 1:03,45.98,1008.13,42.3,42.42
4/2/2024 1:04,45.73,1008.16,42.33,42.67
4/2/2024 1:05,45.72,1008.13,42.35,42.69
4/2/2024 1:06,45.82,1008.11,42.33,42.59
4/2/2024 1:07,45.67,1008.14,42.34,42.62
4/2/2024 1:08,45.67,1008.1,42.33,42.65
4/2/2024 1:09,45.79,1008.09,42.34,42.66
4/2/2024 1:10,45.62,1008.05,42.34,42.64
4/2/2024 1:11,45.97,1008.08,42.3,42.55
4/2/2024 1:12,45.9,1008.08,42.27,42.47
4/2/2024 1:13,45.54,1008.02,42.3,42.59
4/2/2024 1:14,45.93,1008.01,42.25,42.45
4/2/2024 1:15,46.14,1007.96,42.23,42.39
4/2/2024 1:16,45.79,1007.93,42.25,42.38
4/2/2024 1:17,45.81,1007.92,42.23,42.44
4/2/2024 1:18,45.95,1007.87,42.19,42.32
4/2/2024 1:19,45.94,1007.85,42.17,42.33
4/2/2024 1:20,45.65,1007.83,42.2,42.37
4/2/2024 1:21,45.64,1007.83,42.25,42.58
4/2/2024 1:22,45.66,1007.78,42.21,42.39
4/2/2024 1:23,45.5,1007.75,42.23,42.56
4/2/2024 1:24,45.52,1007.75,42.23,42.5
4/2/2024 1:25,45.29,1007.75,42.24,42.53
4/2/2024 1:26,45.37,1007.72,42.2,42.37
4/2/2024 1:27,45.45,1007.74,42.22,42.54
4/2/2024 1:28,45.39,1007.72,42.22,42.44
4/2/2024 1:29,45.47,1007.67,42.24,42.56
4/2/2024 1:30,45.27,1007.62,42.24,42.58
4/2/2024 1:31,45.14,1007.57,42.23,42.56
4/2/2024 1:32,45.23,1007.56,42.23,42.57
4/2/2024 1:33,45.31,1007.55,42.23,42.5
4/2/2024 1:34,45.24,1007.51,42.19,42.5
4/2/2024 1:35,45.48,1007.5,42.22,42.51
4/2/2024 1:36,45.56,1007.5,42.22,42.51
4/2/2024 1:37,45.58,1007.47,42.17,42.39
4/2/2024 1:38,45.77,1007.51,42.09,42.33
4/2/2024 1:39,45.55,1007.49,42.14,42.44
4/2/2024 1:40,45.49,1007.52,42.2,42.51
4/2/2024 1:41,45.53,1007.48,42.16,42.47
4/2/2024 1:42,45.5,1007.49,42.19,42.51
4/2/2024 1:43,45.43,1007.46,42.2,42.51
4/2/2024 1:44,45.39,1007.5,42.21,42.56
4/2/2024 1:45,46,1007.52,42.1,42.2
4/2/2024 1:46,45.33,1007.48,42.17,42.46
4/2/2024 1:47,45.51,1007.41,42.16,42.48
4/2/2024 1:48,45.54,1007.47,42.14,42.45
4/2/2024 1:49,45.37,1007.42,42.15,42.46
4/2/2024 1:50,45.34,1007.44,42.16,42.47
4/2/2024 1:51,45.31,1007.43,42.16,42.48
4/2/2024 1:52,45.57,1007.46,42.15,42.42
4/2/2024 1:53,45.19,1007.37,42.15,42.5
4/2/2024 1:54,45.32,1007.43,42.16,42.46
4/2/2024 1:55,45.34,1007.42,42.16,42.48
4/2/2024 1:56,45.35,1007.42,42.11,42.38
4/2/2024 1:57,46.13,1007.43,42.02,42.13
4/2/2024 1:58,45.3,1007.47,42.08,42.43
4/2/2024 1:59,45.29,1007.47,42.11,42.44
4/2/2024 2:00,45.57,1007.48,42.12,42.46
4/2/2024 2:01,45.42,1007.44,42.11,42.4
4/2/2024 2:02,45.36,1007.5,42.12,42.42
4/2/2024 2:03,45.35,1007.49,42.13,42.43
4/2/2024 2:04,45.42,1007.49,42.11,42.42
4/2/2024 2:05,45.34,1007.51,42.1,42.33
4/2/2024 2:06,45.52,1007.51,42.12,42.43
4/2/2024 2:07,45.52,1007.54,42.13,42.51
4/2/2024 2:08,45.24,1007.53,42.11,42.45
4/2/2024 2:09,45.43,1007.54,42.1,42.39
4/2/2024 2:10,45.11,1007.53,42.04,42.39
4/2/2024 2:11,45.39,1007.53,42.05,42.3
4/2/2024 2:12,45.3,1007.55,42.06,42.35
4/2/2024 2:13,45.14,1007.54,42.06,42.39
4/2/2024 2:14,45.21,1007.56,42.07,42.39
4/2/2024 2:15,45.23,1007.55,42.06,42.34
4/2/2024 2:16,45.36,1007.54,42.03,42.25
4/2/2024 2:17,45.09,1007.53,42.02,42.3
4/2/2024 2:18,45.42,1007.55,42,42.2
4/2/2024 2:19,45.25,1007.55,42.03,42.27
4/2/2024 2:20,45.08,1007.5,42.02,42.34
4/2/2024 2:21,45.34,1007.53,42.03,42.33
4/2/2024 2:22,45.19,1007.5,42.02,42.32
4/2/2024 2:23,45.65,1007.5,41.98,42.1
4/2/2024 2:24,45.09,1007.45,41.99,42.26
4/2/2024 2:25,45.47,1007.42,41.99,42.24
4/2/2024 2:26,44.99,1007.45,42.01,42.3
4/2/2024 2:27,45.11,1007.43,42.02,42.34
4/2/2024 2:28,45.09,1007.41,42.02,42.36
4/2/2024 2:29,45.15,1007.42,41.99,42.25
4/2/2024 2:30,45.07,1007.4,42,42.37
4/2/2024 2:31,44.94,1007.38,41.98,42.22
4/2/2024 2:32,45.05,1007.37,41.98,42.23
4/2/2024 2:33,45.24,1007.37,41.93,42.18
4/2/2024 2:34,45.08,1007.36,41.97,42.26
4/2/2024 2:35,45.52,1007.33,41.93,42.12
4/2/2024 2:36,45.17,1007.35,41.93,42.14
4/2/2024 2:37,44.98,1007.33,41.97,42.29
4/2/2024 2:38,45.86,1007.33,41.94,42.07
4/2/2024 2:39,44.97,1007.33,41.96,42.28
4/2/2024 2:40,44.81,1007.32,41.97,42.2
4/2/2024 2:41,45.29,1007.33,41.9,42.04
4/2/2024 2:42,45.66,1007.31,41.91,42.06
4/2/2024 2:43,45.2,1007.32,41.94,42.17
4/2/2024 2:44,45.21,1007.29,41.93,42.17
4/2/2024 2:45,45.61,1007.3,41.87,41.93
4/2/2024 2:46,45.2,1007.32,41.93,42.06
4/2/2024 2:47,45.26,1007.32,41.86,41.91
4/2/2024 2:48,45.5,1007.34,41.82,41.92
4/2/2024 2:49,45.13,1007.33,41.9,42.19
4/2/2024 2:50,45.02,1007.31,41.91,42.19
4/2/2024 2:51,45.53,1007.32,41.91,42.16
4/2/2024 2:52,44.94,1007.28,41.91,42.2
4/2/2024 2:53,44.96,1007.28,41.88,42.15
4/2/2024 2:54,44.95,1007.28,41.88,42.15
4/2/2024 2:55,45.18,1007.31,41.93,42.33
4/2/2024 2:56,45.21,1007.28,41.93,42.26
4/2/2024 2:57,45.08,1007.28,41.92,42.21
4/2/2024 2:58,45.37,1007.28,41.9,42.18
4/2/2024 2:59,45.67,1007.29,41.8,41.81
4/2/2024 3:00,45.14,1007.27,41.87,42.15
4/2/2024 3:01,45,1007.28,41.89,42.16
4/2/2024 3:02,45.08,1007.28,41.89,42.16
4/2/2024 3:03,45,1007.32,41.88,42.22
4/2/2024 3:04,45.13,1007.3,41.89,42.2
4/2/2024 3:05,45.02,1007.27,41.89,42.23
4/2/2024 3:06,45.07,1007.27,41.89,42.17
4/2/2024 3:07,45.06,1007.26,41.88,42.14
4/2/2024 3:08,44.98,1007.29,41.88,42.2
4/2/2024 3:09,44.95,1007.27,41.89,42.22
4/2/2024 3:10,45.38,1007.31,41.79,41.78
4/2/2024 3:11,45.3,1007.28,41.83,42.08
4/2/2024 3:12,45.1,1007.3,41.85,42.07
4/2/2024 3:13,45.05,1007.29,41.87,42.12
4/2/2024 3:14,45.02,1007.31,41.88,42.23
4/2/2024 3:15,45.21,1007.31,41.85,42.1
4/2/2024 3:16,45.16,1007.3,41.87,42.17
4/2/2024 3:17,45.23,1007.29,41.84,42.11
4/2/2024 3:18,45.03,1007.27,41.81,41.95
4/2/2024 3:19,45.14,1007.26,41.83,42.12
4/2/2024 3:20,45,1007.27,41.86,42.18
4/2/2024 3:21,45.22,1007.19,41.84,42.09
4/2/2024 3:22,45.22,1007.2,41.82,42
4/2/2024 3:23,45.13,1007.21,41.8,42.07
4/2/2024 3:24,45.15,1007.22,41.84,42.19
4/2/2024 3:25,45.38,1007.2,41.82,42.1
4/2/2024 3:26,45.2,1007.16,41.84,42.2
4/2/2024 3:27,45.14,1007.18,41.84,42.1
4/2/2024 3:28,45.52,1007.18,41.75,41.82
4/2/2024 3:29,45.28,1007.2,41.79,42.01
4/2/2024 3:30,45.4,1007.17,41.79,42.03
4/2/2024 3:31,45.16,1007.17,41.79,42.08
4/2/2024 3:32,45.21,1007.16,41.8,42.06
4/2/2024 3:33,45.15,1007.16,41.81,42.07
4/2/2024 3:34,45.23,1007.14,41.82,42.13
4/2/2024 3:35,45.45,1007.13,41.8,42.07
4/2/2024 3:36,45.44,1007.14,41.73,41.86
4/2/2024 3:37,45.16,1007.12,41.8,42.14
4/2/2024 3:38,45.21,1007.1,41.82,42.14
4/2/2024 3:39,45.15,1007.1,41.82,42.16
4/2/2024 3:40,45.23,1007.08,41.82,42.15
4/2/2024 3:41,45.47,1007.07,41.81,42.09
4/2/2024 3:42,45.35,1007.07,41.77,42.04
4/2/2024 3:43,45.42,1007.07,41.79,42.08
4/2/2024 3:44,45.29,1007.05,41.8,42.15
4/2/2024 3:45,45.32,1007.04,41.8,42.14
4/2/2024 3:46,45.5,1007.05,41.79,42.06
4/2/2024 3:47,45.31,1007.04,41.79,42.09
4/2/2024 3:48,45.29,1007.02,41.78,42.01
4/2/2024 3:49,45.3,1007.02,41.76,42.11
4/2/2024 3:50,45.61,1007.03,41.78,42.07
4/2/2024 3:51,45.6,1007.01,41.72,41.89
4/2/2024 3:52,45.28,1007.03,41.75,42.11
4/2/2024 3:53,45.72,1007.05,41.74,41.96
4/2/2024 3:54,45.57,1007.07,41.72,41.98
4/2/2024 3:55,45.77,1007.09,41.73,41.95
4/2/2024 3:56,45.39,1007.12,41.75,42.12
4/2/2024 3:57,45.37,1007.1,41.76,42.06
4/2/2024 3:58,45.84,1007.11,41.69,41.88
4/2/2024 3:59,45.33,1007.13,41.73,42.07
4/2/2024 4:00,45.48,1007.14,41.75,42.09
4/2/2024 4:01,45.4,1007.14,41.75,42.09
4/2/2024 4:02,45.44,1007.18,41.75,42.17
4/2/2024 4:03,45.5,1007.18,41.77,42.13
4/2/2024 4:04,45.37,1007.19,41.74,42.08
4/2/2024 4:05,45.33,1007.18,41.69,41.86
4/2/2024 4:06,45.37,1007.2,41.71,42.01
4/2/2024 4:07,45.46,1007.21,41.72,42.08
4/2/2024 4:08,45.41,1007.22,41.72,42.11
4/2/2024 4:09,45.39,1007.21,41.72,41.98
4/2/2024 4:10,45.67,1007.24,41.72,42
4/2/2024 4:11,45.53,1007.23,41.69,41.98
4/2/2024 4:12,45.46,1007.23,41.72,42.07
4/2/2024 4:13,45.54,1007.27,41.69,42.03
4/2/2024 4:14,45.66,1007.25,41.68,41.93
4/2/2024 4:15,45.86,1007.19,41.67,41.89
4/2/2024 4:16,45.34,1007.19,41.71,42.11
4/2/2024 4:17,45.67,1007.25,41.63,41.87
4/2/2024 4:18,45.42,1007.23,41.67,41.97
4/2/2024 4:19,45.36,1007.22,41.69,42.04
4/2/2024 4:20,45.57,1007.21,41.66,41.93
4/2/2024 4:21,45.36,1007.24,41.68,42.04
4/2/2024 4:22,45.48,1007.24,41.68,42.05
4/2/2024 4:23,45.56,1007.25,41.67,42.03
4/2/2024 4:24,45.53,1007.22,41.66,41.95
4/2/2024 4:25,45.3,1007.27,41.67,41.99
4/2/2024 4:26,45.36,1007.26,41.66,42
4/2/2024 4:27,45.27,1007.29,41.67,42.02
4/2/2024 4:28,45.44,1007.31,41.66,41.97
4/2/2024 4:29,45.4,1007.29,41.65,41.89
4/2/2024 4:30,45.32,1007.27,41.66,41.93
4/2/2024 4:31,45.46,1007.3,41.66,41.98
4/2/2024 4:32,45.39,1007.3,41.65,41.98
4/2/2024 4:33,45.34,1007.29,41.64,41.99
4/2/2024 4:34,45.5,1007.3,41.62,41.85
4/2/2024 4:35,45.38,1007.34,41.6,41.83
4/2/2024 4:36,45.34,1007.36,41.61,41.86
4/2/2024 4:37,45.1,1007.35,41.62,41.95
4/2/2024 4:38,45.37,1007.37,41.59,41.86
4/2/2024 4:39,45.38,1007.38,41.6,41.92
4/2/2024 4:40,45.38,1007.35,41.6,41.9
4/2/2024 4:41,45.38,1007.39,41.62,41.96
4/2/2024 4:42,45.5,1007.39,41.61,41.84
4/2/2024 4:43,45.38,1007.39,41.6,41.92
4/2/2024 4:44,45.64,1007.4,41.56,41.69
4/2/2024 4:45,45.63,1007.41,41.56,41.73
4/2/2024 4:46,45.33,1007.41,41.54,41.74
4/2/2024 4:47,45.45,1007.42,41.55,41.84
4/2/2024 4:48,45.22,1007.41,41.56,41.87
4/2/2024 4:49,45.5,1007.38,41.56,41.86
4/2/2024 4:50,45.26,1007.39,41.6,41.93
4/2/2024 4:51,45.25,1007.38,41.59,41.93
4/2/2024 4:52,45.13,1007.41,41.59,41.9
4/2/2024 4:53,45.03,1007.45,41.56,41.83
4/2/2024 4:54,45.23,1007.51,41.58,41.91
4/2/2024 4:55,45.17,1007.5,41.57,41.87
4/2/2024 4:56,45.16,1007.53,41.58,41.98
4/2/2024 4:57,45.08,1007.55,41.58,41.95
4/2/2024 4:58,45.49,1007.57,41.57,41.87
4/2/2024 4:59,45.18,1007.59,41.56,41.82
4/2/2024 5:00,45.06,1007.57,41.57,42
4/2/2024 5:01,45.35,1007.6,41.51,41.73
4/2/2024 5:02,45.23,1007.6,41.52,41.82
4/2/2024 5:03,45.27,1007.6,41.53,41.8
4/2/2024 5:04,45.38,1007.64,41.49,41.76
4/2/2024 5:05,45.27,1007.6,41.53,41.85
4/2/2024 5:06,44.99,1007.62,41.54,41.89
4/2/2024 5:07,45.21,1007.62,41.45,41.57
4/2/2024 5:08,45.2,1007.66,41.5,41.78
4/2/2024 5:09,45.15,1007.63,41.52,41.85
4/2/2024 5:10,45.02,1007.67,41.54,41.95
4/2/2024 5:11,44.96,1007.67,41.55,41.87
4/2/2024 5:12,45.22,1007.69,41.5,41.75
4/2/2024 5:13,45.03,1007.69,41.49,41.88
4/2/2024 5:14,45.04,1007.71,41.52,41.86
4/2/2024 5:15,45.38,1007.75,41.52,41.89
4/2/2024 5:16,45.09,1007.79,41.52,41.86
4/2/2024 5:17,45.21,1007.78,41.52,41.95
4/2/2024 5:18,45.32,1007.78,41.52,41.8
4/2/2024 5:19,44.92,1007.79,41.54,41.84
4/2/2024 5:20,45,1007.78,41.49,41.85
4/2/2024 5:21,45.29,1007.82,41.5,41.89
4/2/2024 5:22,44.85,1007.84,41.5,41.86
4/2/2024 5:23,45.13,1007.84,41.49,41.85
4/2/2024 5:24,45.17,1007.86,41.49,41.82
4/2/2024 5:25,45.22,1007.9,41.45,41.63
4/2/2024 5:26,45.42,1007.95,41.47,41.71
4/2/2024 5:27,45.07,1007.94,41.49,41.92
4/2/2024 5:28,45.03,1007.93,41.5,41.93
4/2/2024 5:29,45.16,1008.01,41.49,41.73
4/2/2024 5:30,45.06,1008.01,41.46,41.76
4/2/2024 5:31,45.26,1007.99,41.47,41.76
4/2/2024 5:32,45.32,1007.98,41.47,41.76
4/2/2024 5:33,45.19,1008,41.47,41.74
4/2/2024 5:34,45.3,1008.01,41.39,41.56
4/2/2024 5:35,45.02,1007.96,41.46,41.88
4/2/2024 5:36,44.98,1007.99,41.46,41.78
4/2/2024 5:37,45.23,1007.99,41.46,41.82
4/2/2024 5:38,45.09,1008.02,41.47,41.84
4/2/2024 5:39,45.15,1008.04,41.47,41.77
4/2/2024 5:40,45.24,1008.04,41.46,41.8
4/2/2024 5:41,45.17,1008.06,41.44,41.73
4/2/2024 5:42,45.08,1008.09,41.44,41.78
4/2/2024 5:43,45.22,1008.13,41.45,41.73
4/2/2024 5:44,45.29,1008.18,41.44,41.69
4/2/2024 5:45,45.16,1008.19,41.45,41.69
4/2/2024 5:46,45.21,1008.2,41.44,41.79
4/2/2024 5:47,45.01,1008.24,41.45,41.84
4/2/2024 5:48,45.08,1008.23,41.45,41.72
4/2/2024 5:49,45.11,1008.27,41.45,41.78
4/2/2024 5:50,44.88,1008.26,41.43,41.73
4/2/2024 5:51,45.06,1008.26,41.43,41.78
4/2/2024 5:52,44.99,1008.28,41.43,41.75
4/2/2024 5:53,45.26,1008.31,41.41,41.63
4/2/2024 5:54,45.06,1008.31,41.41,41.72
4/2/2024 5:55,45.09,1008.34,41.42,41.74
4/2/2024 5:56,45.2,1008.37,41.43,41.76
4/2/2024 5:57,45.02,1008.36,41.42,41.72
4/2/2024 5:58,45.12,1008.41,41.39,41.72
4/2/2024 5:59,45.13,1008.4,41.39,41.69
4/2/2024 6:00,45.34,1008.4,41.36,41.69
4/2/2024 6:01,45.07,1008.41,41.39,41.78
4/2/2024 6:02,45.1,1008.42,41.4,41.79
4/2/2024 6:03,45.02,1008.39,41.42,41.79
4/2/2024 6:04,45.12,1008.39,41.4,41.72
4/2/2024 6:05,45.13,1008.39,41.41,41.79
4/2/2024 6:06,44.86,1008.43,41.41,41.71
4/2/2024 6:07,44.99,1008.46,41.41,41.82
4/2/2024 6:08,45.3,1008.49,41.31,41.45
4/2/2024 6:09,44.97,1008.48,41.36,41.73
4/2/2024 6:10,44.97,1008.51,41.37,41.73
4/2/2024 6:11,45.08,1008.55,41.36,41.71
4/2/2024 6:12,44.94,1008.56,41.36,41.75
4/2/2024 6:13,44.99,1008.55,41.35,41.72
4/2/2024 6:14,44.87,1008.57,41.34,41.67
4/2/2024 6:15,45.16,1008.58,41.33,41.51
4/2/2024 6:16,45.02,1008.62,41.35,41.63
4/2/2024 6:17,44.83,1008.61,41.36,41.79
4/2/2024 6:18,45.02,1008.63,41.36,41.69
4/2/2024 6:19,44.78,1008.66,41.34,41.73
4/2/2024 6:20,44.91,1008.7,41.36,41.75
4/2/2024 6:21,45.12,1008.69,41.33,41.57
4/2/2024 6:22,44.79,1008.7,41.35,41.74
4/2/2024 6:23,44.84,1008.68,41.36,41.71
4/2/2024 6:24,44.84,1008.71,41.33,41.68
4/2/2024 6:25,44.76,1008.74,41.33,41.68
4/2/2024 6:26,44.81,1008.74,41.31,41.64
4/2/2024 6:27,44.78,1008.78,41.33,41.65
4/2/2024 6:28,44.71,1008.75,41.29,41.64
4/2/2024 6:29,44.85,1008.76,41.28,41.48
4/2/2024 6:30,45.22,1008.78,41.24,41.49
4/2/2024 6:31,44.87,1008.78,41.24,41.39
4/2/2024 6:32,44.8,1008.83,41.25,41.5
4/2/2024 6:33,44.51,1008.81,41.3,41.65
4/2/2024 6:34,44.63,1008.87,41.27,41.55
4/2/2024 6:35,45.05,1008.83,41.28,41.26
4/2/2024 6:36,45.04,1008.86,41.27,41.56
4/2/2024 6:37,44.89,1008.91,41.27,41.7
4/2/2024 6:38,44.77,1008.89,41.25,41.5
4/2/2024 6:39,44.56,1008.94,41.28,41.54
4/2/2024 6:40,44.59,1008.96,41.27,41.55
4/2/2024 6:41,45.16,1008.96,41.29,41.43
4/2/2024 6:42,45.01,1008.98,41.28,41.56
4/2/2024 6:43,44.82,1009,41.26,41.69
4/2/2024 6:44,44.59,1009.01,41.32,41.69
4/2/2024 6:45,44.73,1009.02,41.28,41.62
4/2/2024 6:46,44.8,1009.04,41.29,41.5
4/2/2024 6:47,44.6,1009.03,41.26,41.46
4/2/2024 6:48,45.12,1009.06,41.18,41.19
4/2/2024 6:49,44.69,1009.06,41.27,41.59
4/2/2024 6:50,44.71,1009.03,41.28,41.53
4/2/2024 6:51,44.61,1009.04,41.29,41.68
4/2/2024 6:52,45.03,1009.09,41.35,41.51
4/2/2024 6:53,44.9,1009.11,41.35,41.6
4/2/2024 6:54,44.69,1009.11,41.35,41.73
4/2/2024 6:55,44.58,1009.14,41.4,41.84
4/2/2024 6:56,44.69,1009.19,41.42,41.82
4/2/2024 6:57,45.01,1009.22,41.35,41.62
4/2/2024 6:58,44.72,1009.25,41.39,41.8
4/2/2024 6:59,44.82,1009.25,41.39,41.82
4/2/2024 7:00,45.09,1009.27,41.37,41.73
4/2/2024 7:01,44.96,1009.28,41.41,41.85
4/2/2024 7:02,45.12,1009.33,41.42,41.8
4/2/2024 7:03,45.19,1009.35,41.41,41.83
4/2/2024 7:04,46.02,1009.29,41.36,41.58
4/2/2024 7:05,45.58,1009.34,41.46,41.78
4/2/2024 7:06,46.05,1009.33,41.4,41.56
4/2/2024 7:07,45.68,1009.33,41.41,41.72
4/2/2024 7:08,45.83,1009.33,41.44,41.81
4/2/2024 7:09,45.9,1009.37,41.47,41.8
4/2/2024 7:10,45.92,1009.36,41.52,41.87
4/2/2024 7:11,46.12,1009.39,41.51,41.78
4/2/2024 7:12,46.19,1009.42,41.55,41.8
4/2/2024 7:13,46.36,1009.42,41.54,41.8
4/2/2024 7:14,46.31,1009.46,41.55,41.86
4/2/2024 7:15,46.11,1009.48,41.57,41.92
4/2/2024 7:16,47.04,1009.48,41.54,41.55
4/2/2024 7:17,46.59,1009.5,41.53,41.72
4/2/2024 7:18,46.83,1009.53,41.49,41.63
4/2/2024 7:19,47.5,1009.57,41.47,41.29
4/2/2024 7:20,46.72,1009.59,41.54,41.83
4/2/2024 7:21,47.07,1009.6,41.52,41.58
4/2/2024 7:22,47.02,1009.67,41.53,41.69
4/2/2024 7:23,47.01,1009.61,41.55,41.71
4/2/2024 7:24,46.97,1009.7,41.55,41.72
4/2/2024 7:25,46.69,1009.66,41.66,42
4/2/2024 7:26,46.99,1009.71,41.63,41.74
4/2/2024 7:27,47.43,1009.71,41.55,41.59
4/2/2024 7:28,46.82,1009.72,41.65,41.96
4/2/2024 7:29,47.45,1009.73,41.59,41.58
4/2/2024 7:30,47.52,1009.72,41.66,41.6
4/2/2024 7:31,47.3,1009.77,41.69,41.88
4/2/2024 7:32,47.33,1009.72,41.71,41.85
4/2/2024 7:33,47.32,1009.75,41.7,41.92
4/2/2024 7:34,47.33,1009.79,41.69,41.87
4/2/2024 7:35,47.45,1009.79,41.71,41.87
4/2/2024 7:36,47.61,1009.78,41.75,41.73
4/2/2024 7:37,47.53,1009.81,41.74,41.79
4/2/2024 7:38,47.69,1009.85,41.79,41.98
4/2/2024 7:39,47.49,1009.84,41.76,42.02
4/2/2024 7:40,47.81,1009.9,41.78,41.77
4/2/2024 7:41,47.73,1009.85,41.8,41.73
4/2/2024 7:42,47.11,1009.92,41.77,42.04
4/2/2024 7:43,47.78,1009.86,41.74,41.6
4/2/2024 7:44,47.52,1009.9,41.66,41.55
4/2/2024 7:45,48.66,1009.95,41.3,41.04
4/2/2024 7:46,48.79,1009.98,41.29,40.74
4/2/2024 7:47,49.61,1010.01,41.2,40.46
4/2/2024 7:48,50.18,1010.01,40.97,40.31
4/2/2024 7:49,49.55,1010,41.13,40.65
4/2/2024 7:50,50.87,1010.03,40.89,39.76
4/2/2024 7:51,48.67,1010.01,41.16,40.89
4/2/2024 7:52,49.8,1010.09,41.13,40.5
4/2/2024 7:53,49.11,1010.07,41.26,40.9
4/2/2024 7:54,48.94,1010.07,41.29,40.84
4/2/2024 7:55,49.64,1010.07,41.26,40.64
4/2/2024 7:56,48.99,1010.08,41.37,40.87
4/2/2024 7:57,48.43,1010.11,41.4,41.31
4/2/2024 7:58,48.54,1010.11,41.39,41.02
